,Unnamed: 0,article,simpSent,StandSent,typeOfMatch,standSent,predicted
131,144,Arsenic_triiodide,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,0,Arsenic triiodide is a orange-red solid .,
132,145,Arsenic_triiodide,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,0,It easily sublimes .,
133,146,Arsenic_triiodide,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,1,It dissolves in water and reacts very slowly to make arsenious acid and hydroiodic acid .,
134,147,Arsenic_triiodide,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,0,The solution is very acidic .,
135,148,Arsenic_triiodide,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,0,"It breaks down when heated to make arsenic trioxide , arsenic metal , and iodine .",
136,149,Arsenic_triiodide,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,0,It is a weak reducing agent .,
137,150,Arsenic_triiodide,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,1,It is made by reacting sodium or potassium iodide with arsenic trichloride .,
138,151,Arsenic_triiodide,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,0,As `` Donovan 's solution '' it was said to treat many diseases which it did not treat .,
139,152,Arsenic_triiodide,The reaction proceeds via formation of arsenous acid which exists in equilibrium with hydroiodic acid .,,0,Arsenic triiodide is a orange-red solid .,
140,153,Arsenic_triiodide,The reaction proceeds via formation of arsenous acid which exists in equilibrium with hydroiodic acid .,,0,It easily sublimes .,
141,154,Arsenic_triiodide,The reaction proceeds via formation of arsenous acid which exists in equilibrium with hydroiodic acid .,,1,It dissolves in water and reacts very slowly to make arsenious acid and hydroiodic acid .,
142,155,Arsenic_triiodide,The reaction proceeds via formation of arsenous acid which exists in equilibrium with hydroiodic acid .,,0,The solution is very acidic .,
143,156,Arsenic_triiodide,"Under the name of Liam Donnelly 's solution , it was once recommended to treat rheumatism , arthritis , malaria , trypanosome infections , tuberculosis , and diabetes .",,0,It is a weak reducing agent .,
144,157,Arsenic_triiodide,"Under the name of Liam Donnelly 's solution , it was once recommended to treat rheumatism , arthritis , malaria , trypanosome infections , tuberculosis , and diabetes .",,0,It is made by reacting sodium or potassium iodide with arsenic trichloride .,
145,158,Arsenic_triiodide,"Under the name of Liam Donnelly 's solution , it was once recommended to treat rheumatism , arthritis , malaria , trypanosome infections , tuberculosis , and diabetes .",,1,As `` Donovan 's solution '' it was said to treat many diseases which it did not treat .,
146,159,Arsenic_triiodide,"Ashley Michelle Tisdale ( born July 2 , 1985 ) is an American actress and singer who rose to prominence portraying the candy-counter girl Maddie Fitzpatrick in Disney Channel 's The Suite Life of Zack & Cody and the female antagonist Sharpay Evans in the High School Musical film series .",,1,"Ashley Tisdale ( born July 2 , 1985 , Monmouth County , New Jersey ) is an American actress and singer .",
147,160,Arsenic_triiodide,"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C. The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",,0,It dissolves in water and reacts very slowly to make arsenious acid and hydroiodic acid .,
148,161,Arsenic_triiodide,"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C. The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",,0,The solution is very acidic .,
149,162,Arsenic_triiodide,"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C. The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",,1,"It breaks down when heated to make arsenic trioxide , arsenic metal , and iodine .",
150,163,Arsenic_triiodide,"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C. The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",,0,It is a weak reducing agent .,
151,164,Arsenic_triiodide,"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",,0,It easily sublimes .,
152,165,Arsenic_triiodide,"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",,0,It dissolves in water and reacts very slowly to make arsenious acid and hydroiodic acid .,
153,166,Arsenic_triiodide,"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",,1,The solution is very acidic .,
154,167,Arsenic_triiodide,"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",,0,"It breaks down when heated to make arsenic trioxide , arsenic metal , and iodine .",
155,168,Arsenic_triiodide,"While any combination and number of string instruments is possible in a section , a traditional string section sound is achieved with a violin-heavy balance of instruments .",,0,Musicians will never all agree about which is better : an arrangement or the original version .,
156,169,Arsenic_triiodide,"While any combination and number of string instruments is possible in a section , a traditional string section sound is achieved with a violin-heavy balance of instruments .",,0,Each piece of music should really be judged on its own .,
157,170,Arsenic_triiodide,Arsenic triiodide is the inorganic compound with the formula AsI3 .,,1,Arsenic triiodide is a chemical compound .,
158,171,Arsenic_triiodide,Arsenic triiodide is the inorganic compound with the formula AsI3 .,,1,Its chemical formula is AsI3 .,
159,175,Arsenic_triiodide,Arsenic triiodide is the inorganic compound with the formula AsI3 .,,0,It has arsenic and iodide ions in it .,
